Product Details,ASIN,Brand,Price,Sales,Revenue,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
Jakemans Blackcurrant Flavour 100g Bags - Pack of 10 - Soothing menthol sweets - Suitable for vegetarians,B0084TWBDS,Jakemans,10.70,7365,78806,201,4.30,11,5,4031,5,159,Amazon,Grocery,Large Oversize,AMZ,5.9x7.6x5.5,2.56,5/11/2012
Haribo Rhubarb and Custard Bulk Bag 3 Kg,B002YBC2R2,HARIBO,14.99,6425,96311,202,6.82,9,5,8599,5,180,,Food Cupboard,Large Oversize,AMZ,9.3x16.5x3.6,6.68,11/22/2009
"Candy Kittens Wild Strawberry Vegetarian Sweets - Palm Oil Free, Natural Fruit Flavour Candy - Gummy Chewy Gourmet Sweets, 54g (Pack of 12 Pop Bags)",B09FJVS8LL,CANDY KITTENS,15.99,5470,87465,200,4.66,1,5,660,1,75,AZ MERCHANT LIMITED,Food Cupboard,Standard Parcel,MFN,3.7x5.4x1.4,0.13,9/6/2021
Heinz Limited Edition Ketchup Fan Gift Set,B09F9W7KVS,HEINZ,26.00,4069,105794,240,6.48,1,5,3780,7,69,Amazon,Food Cupboard,Large Oversize,AMZ,5.5x8.7x4.3,1.73,9/2/2021
Mega Chocolate Lovers Hamper Gift Box - Chocolate Gift Set,B089MT55Y7,Ellies Jellies,19.99,6343,126797,227,5.72,3,4,5072,7,190,Wholesale Sweets UK,Food Cupboard,Large Oversize,FBA,9.5x10.8x4.1,2.29,6/4/2020
Traditional Liquorice Allsorts Gift Jar from The A-Z Retro Sweet Shop Collection,B017V1C46I,A-Z Sweetshop,4.99,2003,9995,210,2.91,1,4,565,3,12,CB UK LTD,Food Cupboard,Large Oversize,FBA,3.3x7.6x3.2,1.34,11/11/2015
"Milky Way Magic Stars Chocolate Pouch, Movie Night Snacks & Chocolate Gifts, 100 g",B06WVS1B8T,Milky Way,1.25,6901,8626,245,2.31,18,5,3274,4,117,Amazon,Food Cupboard,Standard Parcel,AMZ,4.2x6.5x1.6,0.22,2/21/2017
"Snaffling Pig Pork Crackling Advent Calendar 2021 - 6 Award-Winning Flavours Inside, Keto, High protein, Plastic Free Packaging",B01KGGQR40,THE SNAFFLING PIG CO,19.13,5250,100433,213,7.09,17,4,2004,4,24,CuteBitz Limited,Grocery,Large Oversize,FBA,13.0x21.7x1.7,1.54,8/15/2016
Nature Valley Crunchy Oats and Chocolate Cereal Bars 18 x 42g,B077BL67MJ,Nature Valley,5.40,5964,32206,232,2.94,6,5,7133,9,193,Amazon,Food Cupboard,Large Oversize,AMZ,5.1x11.2x3.0,1.94,11/10/2017
"Nelsons Rescue Remedy Pastilles, Blackcurrant Flavour, Suitable for Vegetarians, Emotional Wellness and Balance, Easy To Use Format 50 gr",B00361FTE2,RESCUE,3.79,5350,20277,224,1.97,32,5,3509,5,79,Amazon,Grocery,Standard Parcel,AMZ,2.9x2.9x0.9,0.18,1/14/2010
"Bebeto Sour Apple Spaghetti Sweets - Delicious Vegan Sweets Made with Real Fruit Juice & Halal Certified, 70 g",B0847NP1SY,Bebeto,0.50,6884,3442,303,2.25,8,4,2894,5,238,Amazon,Food Cupboard,Standard Parcel,AMZ,5.8x5.9x1.1,0.18,8/26/2020
itsu Korean BBQ Crispy Seaweed Thins Multipack Healthy Snack 5g (Pack of 18),B07SDS1XDT,Itsu,23.99,6121,146843,255,6.17,1,4,3521,8,108,,Food Cupboard,Large Oversize,FBA,7.0x15.5x6.1,0.97,5/2/2019
Extra Wrigley Ice Peppermint Sugarfree Gum with Microgranules 10 Pieces (Pack of 30),B07VQ9YLDX,Extra,9.95,6373,63411,245,3.02,20,5,3886,9,70,Amazon,Food Cupboard,Large Oversize,AMZ,5.0x5.8x1.4,1.04,3/12/2007
"Tony's Chocolonely Caramel and Sea Salt Milk Chocolate Bar, 180g",B07N969N1P,Tony's Chocolonely,3.00,5973,17919,232,1.90,12,5,5714,5,130,Amazon,Food Cupboard,Small Oversize,AMZ,3.3x6.3x0.7,0.40,1/31/2019
Haribo Giant Snakes Yellow Bellies sweets 768g tub,B01M35VCE6,HARIBO,6.00,2690,16140,244,3.15,6,5,10053,7,162,,Food Cupboard,Large Oversize,AMZ,7.4x7.4x3.1,2.07,5/8/2009
Nature Valley Protein Peanut & Chocolate Gluten Free Cereal Bars 26 x 40g,B01NARR92Y,Nature Valley,13.00,6199,80587,217,4.65,25,5,2617,8,56,,Food Cupboard,Large Oversize,AMZ,5.8x7.1x5.3,2.67,1/10/2017
"HARIBO Advent Calendar, Christmas sweets gift, 300g",B0052VSMPC,HARIBO,9.63,4529,43614,248,3.29,56,5,5867,8,20,Rehoboth Enterprise,Grocery,Large Oversize,FBA,10.9x17.0x1.1,1.06,10/8/2014
"cadbury Dairy Milk Arsenal Football Club Edition Chocolate Gift Bar, 360 g",B0946ZWKDF,Cadbury,6.00,5101,30606,230,2.25,3,4,638,5,51,Amazon,Food Cupboard,Large Oversize,AMZ,5.5x11.3x0.5,0.79,4/28/2021
"Eat Wholesome Organic Raw Apple Cider Vinegar Unfiltered with The Mother, in Box, 1L",B085BDZZKY,Eat Wholesome Food Co.,5.99,6163,36916,272,3.40,1,5,7373,6,177,,Food Cupboard,Large Oversize,AMZ,4.3x13.4x4.2,3.44,2/17/2020
"Bonds of London 12 Peppermint Flavour Candy Canes Box, 144 g",B07YS23RB9,Bonds of London,2.89,4024,11629,205,2.45,27,4,2470,2,9,NM Favours Ltd,Food Cupboard,Small Oversize,FBA,5.0x6.1x1.9,0.37,9/11/2019
Hotel Chocolat - The Advent Calendar- Dark,B098V12JHC,Hotel Chocolat,12.50,1390,17375,321,6.07,3,5,1,5,0,,Food Cupboard,Large Oversize,AMZ,9.8x19.7x1.6,0.86,7/7/2021
"I'm Dreaming Of A Cheddar Cheesemas! Delicious Savoury Advent Calendar With Cheese, Chutney And Biscuits To Enjoy. Count Down The Days To Christmas With Cheese.",B09DSZ9RL2,The Chuckling Cheese Company,29.99,3792,113722,246,,1,5,11,7,6,The Chuckling Cheese CO,Grocery,,MFN,,,8/27/2021
Moo Free Alternative to Milk Chocolate Advent Calendar,B08HGZFZKN,Moo Free,4.93,2635,12991,214,2.06,43,5,374,7,6,PVL Trade,Grocery,Small Oversize,FBA,9.0x12.1x0.7,0.31,9/3/2020
"Monty Bojangles Cocoa Dusted Truffles Gift Tower, 300g & Choccy Scoffy Chocolate Cocoa Dusted Truffles 150g",B096V82154,Monty Bojangles,15.50,5365,83158,241,,1,5,5205,7,127,Amazon,Food Cupboard,,AMZ,,,6/8/2021
"TREK High Protein Flapjack Cocoa Oat, 50 g - Gluten Free Bars – Healthy Snack Bars – Plant Based Protein - Vegan Bars (Pack of 16 Bars)",B00DW586NS,Trek,13.29,4138,54994,291,4.53,13,5,2002,6,38,,Diet & Nutrition,Large Oversize,AMZ,4.9x7.8x3.0,1.94,7/9/2013
"(Pack of 3) Bakeroo Tinned Pumpkin Puree (Pumpkin Pie Filling), 100% Natural - 425g",B07QL8QJS6,Bakeroo,6.99,5341,37334,266,3.48,13,5,1645,7,70,Blue Mountain Peak,Food Cupboard,Large Oversize,FBA,6.4x8.6x3.0,3.20,4/12/2019
"Bulk Natural Roasted Peanut Butter Tub, Crunchy, 1 kg, Packaging May Vary",B00SP32EXU,Bulk,7.49,6529,48902,278,3.27,12,4,7855,6,95,Amazon,Grocery,Large Oversize,AMZ,6.3x6.8x6.2,2.58,1/23/2015
"Cadbury Heroes Christmas Advent-ure Calendar, 232g",B075CPGN9L,Cadbury,9.99,2924,29211,202,3.02,45,4,969,3,-3,The Noble Store,Grocery,Large Oversize,FBA,11.7x13.3x2.1,0.84,9/4/2017
Hotel Chocolat - Everything H-box,B098PV8MXD,Hotel Chocolat,13.50,4916,66366,265,4.40,3,5,22,5,19,,Food Cupboard,Large Oversize,AMZ,6.2x9.1x3.5,0.64,7/5/2021
"Golden Swan White Vinegar for Cleaning, Pickling, Marinating & Cooking - Distilled White Vinegar- 5 Litre Bottle - Produced in The UK (8 Pack)",B083J4X9W3,GOLDEN SWAN,34.35,6064,208298,276,,7,5,8927,6,212,Gees Pharmacy,Food Cupboard,,MFN,,,1/6/2020
Retro Sweets Cosmic Share Box - A Selection Box Perfect for 2 - Contains 2 of Everything,B06XHPGJND,Just Treats,9.97,1353,13489,286,3.02,1,5,2258,4,11,CB UK LTD,Hampers & Gourmet Gifts,Large Oversize,FBA,8.9x13.0x1.3,1.54,3/10/2017
200g Professional Candy Floss Cotton Candy Sugar in 51 Different Flavours (Apricot),B08DR56WZT,"Baking, Beauty and Beyond",3.49,4538,15838,294,,1,4,1426,4,-339,"Baking, Beauty & Beyond",Food Cupboard,,MFN,4.7x7.9x0.8,,1/26/2018
"Cadbury Twirl Chocolate Single Bar, Pack of 10",B07NSNG2HC,Cadbury,1.82,4923,8960,296,2.36,11,5,3772,9,92,Amazon,Food Cupboard,Small Oversize,AMZ,5.4x9.9x1.1,0.44,2/23/2019
"Golden Swan White Vinegar for Cleaning, Pickling, Marinating & Cooking - Distilled White Vinegar- 5 Litre Bottle - Produced in The UK (1 Pack)",B07L13XM8M,Red Rickshaw,7.98,5181,41344,279,5.83,18,5,4394,5,94,Saras Foods UK,Food Cupboard,Large Oversize,MFN,7.2x11.0x5.4,11.40,11/30/2018
Toblerone Advent Calendar 200 Grams,B07Y22TWNF,TOBLERONE,17.58,2896,50912,267,6.85,51,4,1080,2,11,Bodebright,Grocery,Large Oversize,FBA,14.7x16.8x1.3,0.71,9/29/2019
"Brentfords Teddy Fleece Fitted Bed Sheet Thermal Warm Soft Luxury Fluffy Cuddly Cosy Bedding, Black - Double",B08F2N37MM,Brentfords,10.99,4443,48829,281,4.18,1,5,5273,1,95,OnlineHomeShop,Home & Kitchen,Large Oversize,MFN,11.0x13.8x3.9,1.76,7/31/2020
"Green & Black's Organic Tasting Collection Chocolate Bars, 395g",B00A48154S,Green & Black's,9.20,3510,32292,316,,14,5,7969,12,1339,Amazon,Food Cupboard,Large Oversize,AMZ,8.8x9.1x1.5,1.21,9/20/2011
Tony's Chocolonely Advent Calender - Mini Chocolate Mix - Chocolate Selection - Christmas Gift - Countdown to Christmas,B09BNFSYFZ,Tony's Chocolonely,12.99,6206,80616,309,6.63,21,5,16,4,11,Amazon,Food Cupboard,Large Oversize,AMZ,12.7x20.7x1.4,1.70,8/2/2021
"Lindt Lindor Milk Chocolate Truffles Box - The Ideal Gift - Chocolate Balls with a Smooth Melting Filling, 200 g",B00NW479QO,Lindt,3.50,13466,47131,3,2.62,31,5,44069,12,868,Amazon,Food Cupboard,Small Oversize,AMZ,4.2x6.3x3.1,0.51,9/26/2014
"Ferrero Rocher Chocolate Hamper Christmas Gifts Set Sweets Hazelnut and Milk Chocolate Pralines, 200g, Pack of 16",B0177IQTXO,Ferrero,3.75,2668,10005,7,2.64,2,5,29425,14,946,Amazon,Food Cupboard,Large Oversize,AMZ,3.0x5.6x2.8,0.57,11/12/2015
Lindt Milk Advent Calendar 160g - A selection of 24 finest Lindt Milk chocolates for a festive and magical countdown until Christmas,B00654DUJI,Lindt,5.00,12065,60325,8,2.74,130,5,3573,11,141,Amazon,Food Cupboard,Large Oversize,AMZ,10.7x13.6x1.5,0.64,1/24/2011
Lindt Teddy Adorable Milk Advent Calendar 250g - A selection of 24 finest Lindt Milk chocolates for a festive and magical countdown until Christmas,B0152SYV40,Lindt,9.50,10570,100415,13,3.28,135,5,5120,9,115,,Food Cupboard,Large Oversize,AMZ,10.8x13.7x2.7,0.95,9/23/2014
"Ferrero Collection Chocolate Hamper Christmas Gifts Set, Assorted Dark, Milk, Chocolate and Coconut, and Almond, 6 Packs of 15 Chocolates, 90 Total",B01AXFSVJ8,Ferrero,27.00,4922,132894,21,9.02,4,5,14481,5,655,Amazon,Food Cupboard,Large Oversize,AMZ,8.3x14.0x6.3,4.87,1/11/2016
"M&M's Peanut Chocolate Party Bulk Bag, Christmas Chocolate Gift, Stocking Fillers, 1 kg",B00DGL2GC0,M&M's,6.00,2748,16488,52,3.15,50,5,17854,8,551,Amazon,Food Cupboard,Large Oversize,AMZ,7.3x8.5x2.2,2.23,2/9/2014
"Nestlé KITKAT Festive Friends Xmas Variety Pack, Milk Chocolate Figures with tasty filling, approximately 100 figures with 10 different characters",B09B7Z9KG5,Nestlé,17.33,1277,22130,59,5.31,1,4,31,7,0,,Food Cupboard,Large Oversize,AMZ,7.8x11.5x3.6,2.29,7/27/2021
"cadbury Heroes Chocolate Bulk Sharing Box, 2 kg",B095SZJGWH,Cadbury,20.69,9947,205803,79,7.31,10,5,2319,5,312,Amazon,Food Cupboard,Large Oversize,AMZ,7.9x11.5x5.0,4.89,5/19/2021
"Celebrations Chocolate Bulk Box, Christmas Chocolate Gift, Stocking Fillers, (Maltesers, Galaxy, Snickers and More), 2.4kg",B07318ZZLL,Celebrations,19.99,9607,192044,84,7.20,36,5,13902,9,221,,Food Cupboard,Large Oversize,AMZ,8.3x10.5x7.0,5.93,6/20/2017
"Lindt Lindor Milk Chocolate Truffles Box, 600g",B0756W5PY9,Lindt,9.79,9296,91008,90,3.30,21,5,8144,11,142,Amazon,Food Cupboard,Large Oversize,AMZ,5.7x9.4x2.7,1.46,2/3/2017
"Lindt Lindor Milk Chocolate Truffles, 26 each, 337g",B0812562RR,Lindt,5.50,9364,51502,95,2.78,18,5,9401,11,173,Amazon,Food Cupboard,Large Oversize,AMZ,5.2x8.0x2.7,0.84,9/23/2015
"Maltesers Chocolate Gift Box, Christmas Chocolate Gift, Stocking Fillers, Sharing Pack, 110g",B07YSHHNRW,Maltesers,1.50,8594,12891,108,2.33,18,5,6517,6,163,Amazon,Food Cupboard,Small Oversize,AMZ,3.5x5.8x1.6,0.29,11/19/2019
"Cadbury Dairy Milk Orange Giant Buttons Chocolate Bag, 95g",B08QWG92YM,Cadbury,0.86,7269,6251,105,2.27,8,5,125,1,73,Amazon,Food Cupboard,Standard Parcel,AMZ,4.4x6.1x1.5,0.20,12/17/2020
"Thorntons Chocolate Classic Chocolate Hamper Christmas Gifts Set, Assorted White, Milk and Dark Chocolates Box, 449 g",B07WV5V488,Thorntons,6.00,1584,9504,97,2.99,23,5,1583,5,0,Amazon,Food Cupboard,Large Oversize,AMZ,10.6x13.2x1.3,1.32,8/8/2019
"Nestle Quality Street Tin, 2kg",B07VHDH4HT,Nestlé,12.28,4037,49574,125,6.02,70,5,2357,5,31,,Food Cupboard,Large Oversize,AMZ,8.9x8.9x5.4,5.22,7/22/2019
After Eight Dark Mint Chocolate Carton Box 300g,B003TCPTIY,After Eight,2.00,7189,14378,152,2.49,24,5,5566,11,169,Amazon,Food Cupboard,Large Oversize,AMZ,2.4x7.6x2.3,0.71,6/19/2010
"Lindt Lindor Milk Chocolate Truffles Bag - approx. 80 Balls, 1 kg - Perfect for Sharing - Chocolate Balls with a Smooth Melting Filling",B00FYU60XW,Lindt,17.50,5665,99138,145,5.34,8,5,11865,9,62,Amazon,Food Cupboard,Large Oversize,AMZ,8.2x13.9x3.5,2.29,2/2/2014
Hotel Chocolat - Everything Sleekster,B098PXFW3Z,Hotel Chocolat,23.50,6301,148074,144,6.10,6,5,33,4,18,,Food Cupboard,Large Oversize,AMZ,6.1x16.5x1.5,1.28,7/5/2021
"Monty Bojangles Advent Calendar of Cocoa Dusted Chocolate Truffles | 7 Flavour Assortment of 29 Chocolates, 250g",B07QQFWZRD,Monty Bojangles,15.99,5150,82349,157,4.32,11,5,710,7,28,PITSTOP DEALS,Food Cupboard,Large Oversize,FBA,10.6x13.5x1.4,0.82,9/3/2019
LINDOR Milk Mini Advent Calendar 109g - Mini truffles with an irresistibly smooth filling for a festive and magical countdown until Christmas,B08FS9KY9R,Lindt,4.00,6706,26824,192,2.54,59,4,942,7,26,,Food Cupboard,Small Oversize,AMZ,7.5x7.6x1.0,0.35,8/11/2020
Mega Chocolate Lovers Hamper Gift Box - Chocolate Gift Set,B089MT55Y7,Ellies Jellies,19.99,6343,126797,227,5.72,3,4,5072,7,190,Wholesale Sweets UK,Food Cupboard,Large Oversize,FBA,9.5x10.8x4.1,2.29,6/4/2020
"Tony's Chocolonely Caramel and Sea Salt Milk Chocolate Bar, 180g",B07N969N1P,Tony's Chocolonely,3.00,5973,17919,232,1.90,12,5,5714,5,130,Amazon,Food Cupboard,Small Oversize,AMZ,3.3x6.3x0.7,0.40,1/31/2019
Hotel Chocolat - The Advent Calendar- Dark,B098V12JHC,Hotel Chocolat,12.50,1390,17375,321,6.07,3,5,1,5,0,,Food Cupboard,Large Oversize,AMZ,9.8x19.7x1.6,0.86,7/7/2021
"Monty Bojangles Cocoa Dusted Truffles Gift Tower, 300g & Choccy Scoffy Chocolate Cocoa Dusted Truffles 150g",B096V82154,Monty Bojangles,15.50,5365,83158,241,,1,5,5205,7,127,Amazon,Food Cupboard,,AMZ,,,6/8/2021
Hotel Chocolat - Everything H-box,B098PV8MXD,Hotel Chocolat,13.50,4916,66366,265,4.40,3,5,22,5,19,,Food Cupboard,Large Oversize,AMZ,6.2x9.1x3.5,0.64,7/5/2021
"Green & Black's Organic Tasting Collection Chocolate Bars, 395g",B00A48154S,Green & Black's,9.20,3510,32292,316,,14,5,7969,12,1339,Amazon,Food Cupboard,Large Oversize,AMZ,8.8x9.1x1.5,1.21,9/20/2011
Tony's Chocolonely Advent Calender - Mini Chocolate Mix - Chocolate Selection - Christmas Gift - Countdown to Christmas,B09BNFSYFZ,Tony's Chocolonely,12.99,6206,80616,309,6.63,21,5,16,4,11,Amazon,Food Cupboard,Large Oversize,AMZ,12.7x20.7x1.4,1.70,8/2/2021
"Galaxy Minstrels Chocolate Bag, Movie Night Snacks & Chocolate Gifts, 125g",B06WW9NGS5,GALAXY,1.25,2892,3615,326,1.76,18,5,3737,6,18,Amazon,Food Cupboard,Small Oversize,AMZ,4.7x6.4x0.9,0.29,2/21/2017
"Lindt Creation Dessert Ballotin Assorted Chocolate Box - 19 Pralines, 200 g - The Perfect Gift of Milk, White and Dark Chocolate",B00AW0V95I,Lindt,5.59,4045,22612,324,2.79,13,5,3010,11,44,Amazon,Food Cupboard,Large Oversize,AMZ,3.7x6.7x3.3,0.57,1/2/2013
"Cadbury Dairy Milk Giant Buttons Chocolate Bag, 240g",B074W7J3LK,Cadbury,2.00,3665,7330,431,2.37,11,5,942,3,112,Amazon,Food Cupboard,Small Oversize,AMZ,5.7x6.3x1.7,0.53,8/17/2017
Hotel Chocolat - The Everything Advent Calendar,B098V1PTG9,Hotel Chocolat,25.99,1077,27991,346,6.48,3,3,4,5,0,,Food Cupboard,Large Oversize,AMZ,7.9x12.7x2.5,1.15,7/7/2021
"Maltesers Truffles Chocolate Gift Box, Christmas Chocolate Gift, Stocking Fillers 455g",B07ZB5C3ZM,Maltesers,7.65,2421,18521,383,3.12,18,5,6692,6,64,Amazon,Food Cupboard,Large Oversize,AMZ,5.1x13.2x3.1,1.34,10/19/2019
"Lindt Lindor Milk Chocolate Truffles Box - approx. 3 Balls, 37g - Perfect for Gifting or Sharing - Chocolate Balls with a Smooth Melting Filling",B009GYESLI,Lindt,1.00,2526,2526,461,2.29,5,4,858,9,34,Amazon,Food Cupboard,Large Envelope,AMZ,2.8x3.8x1.3,0.09,5/30/2020
"cadbury Dairy Milk Christmas Chocolate House Kit, 900 g",B0968PDJSB,Cadbury,14.00,5919,82866,392,5.87,14,5,20,6,17,,Food Cupboard,Large Oversize,AMZ,7.9x8.3x3.5,2.20,5/28/2021
"Ferrero Mon Cheri, Chocolate Hamper Christmas Gifts, Cherry Brandy Liqueur Sweets, 315g Box, 30 Chocolates",B01N2O84LI,Ferrero,8.00,2070,16560,437,2.86,6,4,59,5,18,,Food Cupboard,Large Oversize,AMZ,3.1x6.0x1.7,0.84,12/5/2016
"M&M's, Snickers & More, Mixed Chocolate Bar Variety Bulk Box, Christmas Chocolate Gift, Stocking Fillers, 30 Bars, 1.4kg",B08W38YXHX,Mars,20.34,4558,92710,528,6.02,6,5,1148,7,80,,Food Cupboard,Large Oversize,AMZ,6.0x8.9x4.5,3.44,1/27/2021
Quality Street Chocolate Toffee & Cremes Tin 1kg,B075HM2WXS,Quality Street,7.00,2411,16877,512,3.23,37,5,1187,3,42,Amazon,Food Cupboard,Large Oversize,AMZ,8.9x8.9x3.5,2.65,9/16/2015
"Beech's Fine Chocolate Dark Chocolate Ginger, 200 g",B002E2HRBW,Beech's Fine Chocolates,5.44,1999,10875,569,2.65,9,5,1084,5,8,Amazon,Food Cupboard,Small Oversize,AMZ,5.0x7.5x1.3,0.51,10/8/2013
"Paynes Just Brazils Milk Chocolate, 180 g",B01M153DLK,Paynes,6.31,1974,12456,597,2.72,42,4,1404,1,12,Stage Eight Business Ltd,Food Cupboard,Small Oversize,FBA,8.0x8.1x1.9,0.49,5/30/2014
Hotel Chocolat - The Classic Christmas Sleekster,B098V1SWSJ,Hotel Chocolat,23.99,1276,30611,529,6.17,6,5,2,5,0,,Food Cupboard,Large Oversize,AMZ,6.0x16.6x1.9,1.21,7/7/2021
"Thorntons Chocolate Continental Set, Assorted White, Milk & Dark Chocolates, 264 g",B09D9N2ZRJ,Thorntons,7.00,1639,11473,526,2.78,22,5,3798,3,0,,Food Cupboard,Large Oversize,AMZ,8.8x11.2x1.1,1.12,8/21/2021
"Ferrero Collection Chocolate Hamper Christmas Gifts Set, Assorted Dark, Milk, Chocolate and Coconut, and Almond, 15 Chocolates",B016OVH7G8,Ferrero,4.00,2584,10336,610,2.54,2,5,219,15,12,Amazon,Food Cupboard,Large Oversize,AMZ,5.6x7.6x1.5,0.62,11/12/2015
Official Baileys Chocolate Advent Calendar 2021 262g. Enjoy 24 Baileys Milk Chocolate Truffles for The Perfect Christmas Countdown.,B08JKXWWJR,HAPIDS,21.35,1321,28203,599,5.60,4,4,72,6,4,FST Groups,Food Cupboard,Large Oversize,FBA,8.7x13.3x1.7,0.77,9/20/2020
"Holdsworth Chocolates Truly Scrumptious Marc de Champagne Cube Classic Truffles In Milk Chocolate -Perfect For Gifting, Milk chocolate Marc de Champagne Truffles, 100 gram",B00X7K1G4Y,Holdsworth Chocolates,8.00,2205,17640,627,2.98,1,4,3681,5,54,Amazon,Food Cupboard,Small Oversize,AMZ,3.5x3.5x3.4,0.37,4/27/2015
"Ferrero Raffaello Coconut 15 Piece Ballotin, 150 g, Pack of 6",B07HB37N1M,RAFFAELLO,28.02,1201,33652,693,6.95,4,5,2299,6,34,,Food Cupboard,Large Oversize,AMZ,9.1x14.2x7.9,2.76,9/13/2018
Merry Pringles 12 Days Advent Calendar 12 x 40g,B076PPCRQ9,Pringles,12.88,1830,23570,642,4.63,103,5,865,1,9,Tripleo,Food Cupboard,Large Oversize,FBA,11.6x17.2x3.9,2.29,10/8/2017
Hotel Chocolat - The Classic Christmas H-box,B098TYHGGD,Hotel Chocolat,13.50,1222,16497,647,4.28,3,5,3,5,0,,Food Cupboard,Large Oversize,AMZ,6.7x10.0x1.5,0.62,7/7/2021
Cadbury Selection Pack (Box of 24),B00654CXBO,Cadbury,24.00,1105,26520,564,9.96,16,5,613,2,13,Cadbury Gifts Direct,Food Cupboard,Large Oversize,MFN,10.6x18.6x6.8,6.31,9/17/2013
"cadbury Dairy Milk Classic Retro Collection, 430 g, 4255733",B08BS6SSL5,Cadbury,4.67,2034,9499,681,3.63,43,5,509,5,21,,Food Cupboard,Large Oversize,AMZ,8.5x14.7x1.1,1.26,8/5/2020
"Moo Free Chocolate Selection Box - Dairy Free, Gluten Free & Vegan",B07ZJ87XYS,Moo Free,5.40,2571,13883,703,2.10,27,4,447,2,11,Free From Direct,Food Cupboard,Small Oversize,FBA,6.7x11.4x0.8,0.37,10/24/2019
"Booja - Booja, the Award-Winning Selection Chocolate Truffles 184g",B08281WKP6,Booja - Booja,9.99,2753,27502,593,3.03,13,5,2257,6,0,The Booja Booja Company Ltd,Food Cupboard,Large Oversize,FBA,6.6x9.9x1.1,0.64,12/3/2019
Anthon Berg - Chocolate Liqueurs - Advent Calendar with Famous Liqueur Brands - 24 bottles 375g - With a Delicious Liquid Filling,B07Y5M4V1J,Anthon Berg,18.94,2476,46895,680,5.40,59,5,457,7,0,Perpetual Bargains,Food Cupboard,Large Oversize,FBA,11.3x14.9x1.9,1.48,9/19/2019
"Maltesers Chocolate Reindeer, Christmas Chocolate Gift Stocking Fillers, 32 Packs of 29g",B00O7T28DM,Maltesers,16.00,835,13360,670,5.11,12,5,573,3,11,Amazon,Food Cupboard,Large Oversize,AMZ,7.4x7.7x4.2,2.40,9/17/2014
"Cadbury Large Stocking Chocolate Selection Box, 179g",B0968V1265,Cadbury,3.00,4500,13500,751,2.73,26,4,86,9,66,,Food Cupboard,Small Oversize,MFN,8.1x14.0x1.2,0.44,5/28/2021
"Lindt LINDOR Assorted Chocolate Truffle Wrapped Gift Box , 287 g - Perfect for Gifting or Sharing - Assortment of Milk, White, Extra Dark & Hazelnut Chocolate Balls with Smooth Melting Filling",B07HNBQXM3,Lindt,6.00,820,4920,787,2.82,20,5,524,7,6,,Food Cupboard,Large Oversize,AMZ,8.5x8.6x2.4,0.84,9/25/2018
"Lindt Swiss Assorted Napolitains Gift Box Containing A Mixture Of Swiss Milk Chocolate, Dark Chocolate, White Crisp Chocolate, Lindor Milk Chocolate And Milk Crisp Chocolate, 700 g",B07YLTVZQJ,Lindt,14.99,1291,19352,774,4.79,6,5,992,18,9,Amazon,Food Cupboard,Large Oversize,AMZ,4.1x8.2x3.3,1.72,10/1/2019
"Funtime Gifts The Original Chocolate Bomb Trio, Pack of 3",B08HSB32RF,The Original Chocolate Bomb Trio,8.99,1466,13179,822,2.92,19,4,1255,4,0,,Food Cupboard,Small Oversize,AMZ,3.9x6.9x2.8,0.31,9/10/2020
"Cadbury Dairy Milk Chocolate Chunks Advent Calendar, 258g",B08BS6T9VH,Cadbury,9.15,968,8857,828,3.73,86,5,181,1,0,MoltenH,Food Cupboard,Large Oversize,FBA,10.6x12.2x2.0,0.60,6/24/2020
Lindt Master Chocolatier Collection 470 g,B099FQV5GS,Lindt,15.28,1748,26709,795,4.84,4,5,3458,10,23,,Food Cupboard,Large Oversize,AMZ,9.5x15.1x1.4,1.43,9/12/2021
"Cadbury Milk Tray Chocolate Box, 360 g",B07SFQN3WH,Cadbury,3.00,2531,7593,888,2.74,17,5,2066,6,100,Amazon,Food Cupboard,Large Oversize,AMZ,8.3x11.2x2.4,1.01,9/9/2015
Premium Dark Chocolate Liqueur Filled Christmas Advent Calendar for Adults 290g,B075KKZRC4,abtey,12.50,970,12125,1116,4.41,9,5,232,7,4,Friars Gifts,Food Cupboard,Large Oversize,FBA,9.6x13.5x1.6,0.97,9/12/2017
Hot Chocolate Assorted Flavours Gift Selection,B01M4ON793,Raven Cafe,8.99,1326,11921,908,3.71,60,4,1051,3,13,Rijokes,Food Cupboard,Large Oversize,MFN,8.8x8.9x2.2,0.73,10/12/2016
Lindt Lindor Milk Chocolate Truffles Gift Box 75 g,B07XMS7F29,Lindt,2.50,1331,3328,951,2.39,10,4,1343,7,11,,Food Cupboard,Standard Parcel,AMZ,2.6x5.0x2.2,0.09,9/7/2019
Godiva Gold Box 14 pieces,B00B6L389M,Godiva,14.20,394,5595,1183,4.38,2,5,213,4,2,Amazon,Food Cupboard,Large Oversize,AMZ,7.0x7.9x1.7,0.57,8/27/2013
Nestlé Walnut Whip 6 Pack 180g,B01LZ69O77,Nestlé,4.62,1508,6967,944,2.59,48,5,901,3,11,Bromilow & Wood Retail Ltd,Food Cupboard,Small Oversize,FBA,5.6x6.3x1.9,0.46,9/17/2016
